DEVID,DESCR_IF_MISC,ERROR_DESCRIPTION,DATE_OCCURRED,IDENTIFIED_BY,MODIFIED_BY,AFFECTED_TREATMENT,CORRECTED,WHYNOTCORRECTED,TX_INTENT,TX_METHOD,DEV_TYPE,ASSIGNED_USER,ASSIGNED_ROLE,ERROR_LEVEL_NAME,Sub_Desc,Att_Desc,Attribute,Stage1,Stage2,Approved_By1,Approved_By2,Role1,Role2,CUSTOM_CORRECTION,SELECTED_CORRECTION,DOC_TYPE,MOREINFO,GROUPID,ACTION,STATUS,ROLE_NAME1,ROLE_NAME2,ROLE_CODES,Attribute_Stage,SL,IS_POST,APPROVAL_ORDER,REG_VIOLATION,POSSIBLE_VIOLATION,CLIN_SIGNIFICANT,SIGNIFICANT_ERROR,MISADMIN,RECORDABLE,INTENT_METHOD_APPLICABLE,CORRECTION_ROLES
176,NA,The CPT code realted to image guidance that was submitted for reimbursement was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-04T12:40:42Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,NA,The CPT code realted to image guidance that was submitted for reimbursement was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-04T12:40:42Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,NA,The CPT code realted to image guidance that was submitted for reimbursement was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-04T12:40:42Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,NA,The CPT code realted to image guidance that was submitted for reimbursement was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-04T12:40:42Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,NA,The CPT code realted to image guidance that was submitted for reimbursement was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-04T12:40:42Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,NA,The CPT code realted to image guidance that was submitted for reimbursement was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-04T12:40:42Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T08:59:41Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T08:59:41Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T08:59:41Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T08:59:41Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T08:59:41Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T08:59:41Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T08:59:41Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T08:59:41Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-15T09:03:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-15T09:03:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-15T09:03:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-15T09:03:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-15T09:03:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-15T09:03:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-15T09:03:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-15T09:03:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-10T09:06:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-10T09:06:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-10T09:06:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-10T09:06:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-10T09:06:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-10T09:06:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-10T09:06:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-10T09:06:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-09T09:08:02Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-09T09:08:02Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-09T09:08:02Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-09T09:08:02Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-09T09:08:02Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-09T09:08:02Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-09T09:08:02Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-03-09T09:08:02Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T09:10:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T09:10:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T09:10:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). All dates are not available.,2021-02-08T09:10:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
